effect_id,doi_o,ref_o,description,discipline,disc_cat,n_o,r_o,n_r,r_r,gap,gap_band,tags,in_A0,thin_metadata,sim_round1_uncalibrated,sim_round1,sim_round2,audit_tier,simulable_final,sim_needs_review,narr_round1,narr_round1_reason,narr_round2,narr_round2_reason,narrative_disagreement,exclusion_reason,sim_round1_provenance,narrative_final,sim_admission,narrative_manual_adjudication_needed
1018,10.1037/0022-3514.94.3.495,"Exline, J. J., Baumeister, R. F., Zell, A. L., Kraft, A. J., & Witvliet, C. V. O. (2008). Not so innocent: Does seeing one’s own capability for wrongdoing predict forgiveness? Journal of Personality and Social Psychology, 94(3), 495–515. https://doi.org/10.1037/0022-3514.94.3.495","When not primed with capability– empathy items, men reported more vengefulness than women, but when capability– empathy items preceded the TRIM, men’s vengefulness scores were significantly reduced",Social Psychology,social,45.0,0.2449489742783178,135.0,0.0316227766016837,0.213326197676634,mid,"Forgiveness, vengefulness, humility, empathy, gender",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
769,10.1073/pnas.1606574113,"Cooney, G., Gilbert, D. T., & Wilson, T. D. (2016). When fairness matters less than we expect. Proceedings of the National Academy of Sciences, 113(40), 11168–11171. https://doi.org/10.1073/pnas.1606574113","in a series of experiments, we show that those to whom resources are allocated often care less about fairness than those who allocate the resources expect them to. This “allocator’s illusion” results from the fact that fairness seems more important before an allocation is made (when al-locators are choosing a procedure) than afterward (when re-ceivers are reacting to the procedure that allocators chose).",Social Psychology,social,120.0,0.565685424949238,132.0,0.1211020870614431,0.4445833378877948,high,"fairness, affective forecasting, decision-making",True,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed_A0,True,False,obscure,"This niche ""allocator's illusion"" fairness-forecasting effect has little citation traction, with neither the original nor its replication broadly discussed.",obscure,"A niche ""allocator's illusion"" fairness-forecasting effect too specific and low-profile for either narrative to be widely known.",False,,"calibrated prompt, A0 anchor-calibration test batch",obscure,confirmed,False
597,10.1177/0956797611428079,"Livingston, R. W., Rosette, A. S., & Washington, E. F. (2012). Can an Agentic Black Woman Get Ahead? The Impact of Race and Interpersonal Dominance on Perceptions of Female Leaders. Psychological Science, 23(4), 354–358. https://doi.org/10.1177/0956797611428079",impact of race and interpersonal dominance on perceptions of female leaders,Social Psychology,social,84.0,0.3605551275463989,131.0,0.0559926047538562,0.3045625227925427,high,"prejudice, racial and ethnic attitudes and relations",False,False,SIMULABLE,NOT_SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,A narrow social-psychology finding with no broad citation traction; neither the original nor its replication is widely known outside specialists.,obscure,Too specific and low-profile a finding to have entered common knowledge as either a landmark result or a famous failed replication.,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
1523,10.1016/j.actpsy.2019.04.006,"Gladwin, T. E., & Figner, B. (2019). Trial-to-trial carryover effects on spatial attentional bias. Acta Psychologica, 196, 51–55. https://doi.org/10.1016/j.actpsy.2019.04.006",Dependence of the bias on the current trial on the location of probe stimuli on the previous trial.,Cognitive Psychology,cognitive,144.0,0.6244997998398398,131.0,0.5744562646538028,0.0500435351860369,mid,"Carryover, Visual probe, Colour, Threat, Attentional bias, Spatial attention",False,False,SIMULABLE,NOT_SIMULABLE,NOT_SIMULABLE,excluded,False,True,obscure,This methodological carryover effect is a narrow technical detail known only within attentional-bias-task methodology specialists.,obscure,"This is a niche methodological/carryover effect within attentional-bias probe research, too specific to have any common public association.",False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
374,10.1177/0956797615612202,"Porter, S. C., Rheinschmidt-Same, M., & Richeson, J. A. (2015). Inferring Identity From Language. Psychological Science, 27(1), 94–102. https://doi.org/10.1177/0956797615612202",Participants who received favorable information about Peter perceived him as more likely to act helpfully,Social Psychology,social,145.0,0.2696299255199709,128.0,0.4559605246071199,-0.186330599087149,low,"Social cognition, social perception, attitudes, intergroup dynamics, language, open data",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,"This appears to be a minor, non-famous social cognition study; replication effect is stronger, not weaker, so little public discourse exists.",obscure,"This is a generic, low-profile vignette finding with no distinctive name or notoriety driving a shared cultural association.",False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
614,10.1257/aer.102.2.720,"Fudenberg, D., Rand, D. G., & Dreber, A. (2012). Slow to Anger and Fast to Forgive: Cooperation in an Uncertain World. American Economic Review, 102(2), 720–749. https://doi.org/10.1257/aer.102.2.720",Subjects cooperate more when game has cooperative equilibria - and benefit from being lenient and forgiving to some extent,Economics,jdm,124.0,-0.3378045997473434,128.0,0.33,0.0078045997473433,low,"prisoner's dilemma, cooperation, forgiveness",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
592,10.1177/0956797615572231,"Lewis, N. A., & Oyserman, D. (2015). When Does the Future Begin? Time Metrics Matter, Connecting Present and Future Selves. Psychological Science, 26(6), 816–825. https://doi.org/10.1177/0956797615572231","Time metrics matter, connecting present and future selves",Social Psychology,social,122.0,0.2453942104433814,126.0,0.0932319909870657,0.1521622194563157,mid,"motivation, future, judgment, time, situated cognition, open materials",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
967,10.1111/j.1467-9280.2008.02084.x,"Williams, L. E., & Bargh, J. A. (2008). Keeping One’s Distance. Psychological Science, 19(3), 302–308. https://doi.org/10.1111/j.1467-9280.2008.02084.x","When people are primed with a sense of spatial distance, rather than closeness, they report weaker bonds to their siblings, parents, and hometown",Social Psychology,social,84.0,0.3316624790355399,125.0,0.0,0.3316624790355399,high,"Adult, Affect, Cues, Culture, Dangerous Behavior, Energy Intake, Female, Food Habits [psychology], Humans, Judgment, Male, Object Attachment, Personal Space, Reading, Self-Assessment, Social Facilitation, Social Perception, Violence [psychology]",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,A niche priming study with no evident cultural or scientific footprint; neither the original claim nor its failure is widely known.,obscure,This niche spatial-priming/family-bonds effect never entered common discourse enough to be remembered as either a classic finding or a famous failure.,False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
415,10.1177/0956797615573516,"Scopelliti, I., Loewenstein, G., & Vosgerau, J. (2015). You Call It “Self-Exuberance”; I Call It “Bragging.” Psychological Science, 26(6), 903–914. https://doi.org/10.1177/0956797615573516",Condition does not independently affect emotional ratings,Social Psychology,social,154.0,0.2252948577076705,124.0,-0.0290052304815362,0.1962896272261342,mid,"Social interaction, emotions, interpersonal relationships, judgment, social behavior, open data, open materials",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A null/small effect on a specific interaction study, this narrow finding has no wide recognition in either direction.",obscure,"This reads as a niche, non-headline finding from a broad social-behavior dataset, lacking the fame needed for either narrative to stick.",False,,calibrated compressed prompt (finish pass),obscure,confirmed,False
1973,10.1177/0956797609359908,"Savani, K., Markus, H. R., Naidu, N. V. R., Kumar, S., & Berlia, N. (2010). What Counts as a Choice? Psychological Science, 21(3), 391–398. https://doi.org/10.1177/0956797609359908",,Social Psychology,social,128.0,0.122535769104656,122.0,-0.0149983127847122,0.1075374563199438,mid,"Choice, construal, action identification, culture, India",False,True,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1352,10.1037/0096-3445.135.4.641,"Wakslak, C. J., Trope, Y., Liberman, N., & Alony, R. (2006). Seeing the forest when entry is unlikely: Probability and the mental representation of events. Journal of Experimental Psychology: General, 135(4), 641–653. https://doi.org/10.1037/0096-3445.135.4.641",Low likehood have effect on abstract construal (Trial 2),Social Psychology,social,34.0,0.5196152422706632,120.0,0.0316227766016837,0.4879924656689794,high,"probability, likehood, construal level theory, psychological distance, abstract",True,False,NOT_SIMULABLE,SIMULABLE,,A0_calibrated_mandated,True,False,obscure,This narrow sub-effect within construal-level theory shows no evidence of wide recognition or debate outside specialist replication literature.,obscure,"This is a narrow, low-profile CLT sub-finding with tiny original N; too peripheral to have generated any widespread default association.",False,,"calibrated prompt, A0 anchor-calibration test batch",obscure,confirmed,False
555,10.1016/j.jesp.2020.104019,"García-Castro, J. D., Rodríguez-Bailón, R., & Willis, G. B. (2020). Perceiving economic inequality in everyday life decreases tolerance to inequality. Journal of Experimental Social Psychology, 90, 104019. https://doi.org/10.1016/j.jesp.2020.104019",Perceiving economic inequality in everyday life decreases tolerance to inequality (PEIEL condition),Social Psychology,social,372.0,0.1191452206184306,118.0,0.0492116440921325,0.069933576526298,mid,"economic inequality, everyday life, perceived inequality, tolerance to inequality, attitudes toward redistribution",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,"This narrow, small-effect finding is niche within social psychology and unlikely known outside specialist inequality-attitudes researchers.",obscure,"A niche small-effect finding on perceived inequality exposure lacks the fame needed for either a landmark or ""failed replication"" narrative to form.",False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
953,10.1037/0278-7393.34.1.243,"Marsh, J. E., Vachon, F., & Jones, D. M. (2008). When does between-sequence phonological similarity promote irrelevant sound disruption? Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(1), 243–248. https://doi.org/10.1037/0278-7393.34.1.243","Free recall, but not serial recall, of lists of phonologically related to-be-remembered items are disrupted by an irrelevant sound stream (end rhymes) sharing similar phonological content",Cognitive Psychology,cognitive,48.0,0.2516338517649507,118.0,0.1183215956619923,0.1333122561029584,mid,"Attention, Humans, Mental Recall, Phonetics, Psychoacoustics, Semantics, Serial Learning, Speech Perception, Verbal Learning",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
